t,singular_entropy
1,145.85717305707334
2,111.18472159710058
3,80.90058861633005
4,57.328936846337214
5,40.39776928450762
6,28.852065484013984
7,21.140856255476102
8,15.983537953709785
9,12.486225987552324
10,10.066898862742981
11,8.3552792068785
12,7.11600706165329
13,6.197996247593448
14,5.502798139292482
15,4.965151909198759
16,4.541014526138274
17,4.20012609088738
18,3.9213310631393523
19,3.689589422726577
20,3.494037193590227
21,3.3267078686039944
22,3.181676296283342
23,3.0544766829228256
24,2.9417011037640557
25,2.840718610964647
26,2.7494760477557736
27,2.6663549731747267
28,2.590067624267269
29,2.5195803785838247
30,2.4540568223859904
31,2.3928149569354424
32,2.335294711926973
33,2.281033051844325
34,2.229644731575524
35,2.1808072951158546
36,2.1342492900272396
37,2.08974094002594
38,2.0470867119291567
39,2.006119353823013
40,1.9666950842432764
41,1.928689688134664
42,1.8919953318941973
43,1.8565179522127206
44,1.8221751054768902
45,1.78889418889162
46,1.756610963184001
47,1.7252683211829363
48,1.6948152577784272
49,1.6652060055260527
50,1.6363993070504583
51,1.60837210160293
52,1.5810632319783404
53,1.5544544325583425
54,1.5285172172390058
55,1.5032253393345403
56,1.4785545182051896
57,1.4544822051664834
58,1.4309873826148793
59,1.4080503912970472
60,1.3856527814735102
61,1.3637771844040545
62,1.3424072011481796
63,1.321527306140038
64,1.3011227633917928
65,1.2811795535047543
66,1.261684309944852
67,1.242624263268819
68,1.2239871921837506
69,1.205761380487984
70,1.1879355790786974
71,1.1704989723333146
72,1.1534411482690103
73,1.1367520719728619
74,1.1204220618653893
75,1.1044417684249335
76,1.0888021550508462
77,1.0734944807906275
78,1.0585102846931886
79,1.0438413715850026
80,1.0294797990924671
81,1.0154178657608222
82,1.0016481001364275
83,0.9881632507020962
84,0.9749562765665744
85,0.9620203388238435
86,0.9493487925099362
87,0.9369351790926894
88,0.9247732194401406
89,0.9128568072195825
90,0.9011800026846437
91,0.8897370268148767
92,0.878522255775289
93,0.867530215667648
94,0.8567555775493328
95,0.8461931526976268
96,0.83583788810029
97,0.8256848621552697
98,0.815729280564401
99,0.8059664724077343
100,0.7963918863858601
101,0.7870010872196952
102,0.7777897521976335
103,0.7687536678612642
104,0.759888726821955
105,0.7511909246991703
106,0.7426563571771275
107,0.7342812171687461
108,0.7260617920867389
109,0.7179944612111818
110,0.7100756931529356
111,0.7023020434050996
112,0.6946701519813044
113,0.6871767411331322
114,0.6798186131472135
115,0.6725926482143584
116,0.6654958023711355
117,0.6585251055072926
118,0.6516776594388257
119,0.644950636043172
120,0.6383412754524854
